Age,Gender,Marital_Status,Education,Location,Monthly_Income,Credit_Score,Existing_Loans,Bank_Balance,Monthly_Expense,Loan_Amount,Loan_Tenure,Interest_Rate,EMI,Missed_EMI,Credit_Inquiries,Online_Engagement_Score,Past_Application_Status,Loan_Status
62,Male,Single,Bachelor,Urban,88416,820,0,274001,7819,824564,60,14.10746023,23436.48653,,4,98,Approved,0
44,Male,Single,High School,Semi-Urban,76525,562,1,266473,25786,714111,48,14.0359183,23229.98221,3,,70,,0
55,Male,Married,High School,Urban,89888,857,1,290172,8645,252408,36,8.332793745,8764.05317,1,7,79,Pending,1
34,Female,Single,High School,Rural,84599,670,0,287766,58879,1210364,12,9.264819162,110208.503,,9,32,Approved,0
34,Male,Married,Bachelor,Semi-Urban,84885,643,1,155245,76101,1037191,24,12.47701034,54000.49403,3,,30,Approved,0
30,Female,Married,Bachelor,Urban,121688,463,1,249196,59585,440414,24,9.244820069,21743.54016,1,,56,,0
32,Male,Single,Bachelor,Urban,77211,674,1,187807,35452,775704,12,7.628431787,69573.17088,2,3,49,Approved,0
58,Male,Married,Bachelor,Urban,114730,799,2,55020,62848,1657099,60,10.2996952,41841.32885,4,8,1,Rejected,0
64,Male,Divorced,High School,Semi-Urban,43106,344,4,140997,23248,269414,12,7.353610362,24102.13799,0,,61,,0
54,Male,Married,Master,Urban,82668,689,0,22748,47853,1193288,24,14.0739153,63715.52854,,3,78,Approved,0
61,Female,Single,Bachelor,Urban,37206,541,2,53928,17600,1051964,60,13.35217241,29237.73725,3,,42,,0
30,Male,Married,High School,Urban,27253,759,0,,72876,1665636,24,11.76448519,85730.95837,,0,39,Approved,0
37,Male,Married,High School,Semi-Urban,96840,318,4,287942,99086,1760514,24,9.979308648,87995.34382,2,,12,,0
37,Male,Single,Master,Urban,149006,607,1,105885,97283,262643,48,7.996510009,7221.918649,3,,55,Rejected,0
23,Female,Single,Master,Rural,110728,346,2,408866,19351,274161,36,7.966972793,9435.77769,4,,94,,0
51,Female,Single,Bachelor,Rural,97754,552,0,179454,79120,188177,36,11.54767188,7037.977432,,,90,,0
21,Female,Single,Bachelor,Rural,72765,782,1,315004,18968,709665,12,14.1684606,67517.80049,1,7,45,Approved,1
32,Female,Single,Bachelor,Urban,63288,576,3,237594,80256,562666,60,8.159627632,13203.72087,2,,81,,0
59,Male,Single,Bachelor,Semi-Urban,122655,676,2,247442,69510,393793,24,14.4056795,21135.42146,3,5,37,Approved,0
24,Male,Single,Master,Urban,52710,821,2,287636,97957,1300048,36,14.31799296,51624.1762,3,6,43,Rejected,0
62,Female,Married,Bachelor,Urban,62303,431,3,392910,89319,207011,12,14.14677606,19691.36522,2,,3,,0
33,Male,Married,High School,Rural,77560,612,1,492130,10823,1096964,60,8.806006932,26332.62716,3,,69,Approved,0
54,Male,Married,High School,Urban,98950,439,4,491423,42417,1102886,60,14.31845193,31541.11682,3,,88,,0
62,Female,Married,High School,Urban,107448,437,3,73525,13064,579573,60,10.82752933,14889.00304,3,,85,,0
41,Male,Single,Bachelor,Semi-Urban,77793,878,3,441632,5485,1701825,12,10.4351369,156617.7307,4,7,4,Approved,0
42,Female,Single,High School,Urban,126145,435,0,92406,84009,1923062,24,12.01302526,99379.07699,,,17,,0
24,Female,Married,Bachelor,Rural,84438,624,2,433758,9431,355435,12,14.45373427,33900.7192,1,,32,Rejected,0
38,Female,Single,Bachelor,Urban,79065,539,4,450362,47555,536260,12,10.75493651,49494.53521,2,,35,,0
25,Female,Single,Bachelor,Semi-Urban,62239,449,4,186054,96810,178238,48,14.98319703,5938.770894,4,,55,,0
39,Female,Single,Bachelor,Rural,78453,334,4,400172,72270,1157356,48,7.626717986,31467.27318,0,,21,,0
22,Female,Single,Bachelor,Semi-Urban,40149,873,2,453758,41695,1269312,60,11.86673242,33707.35488,1,4,85,Rejected,1
32,Male,Single,Bachelor,Rural,85140,423,4,467997,97451,1261972,48,14.63553681,41682.44805,3,,34,,0
37,Male,Single,Master,Urban,116128,861,0,402845,66560,1387889,24,13.43842664,73371.24542,,7,13,Approved,0
30,Male,Single,Bachelor,Urban,97046,807,1,316554,43224,976599,24,9.03073772,48041.13286,3,8,52,Rejected,0
54,Female,Married,Bachelor,Semi-Urban,45233,838,0,446034,83917,876093,48,10.47737271,25901.23157,,7,21,Pending,0
26,Female,Single,Master,Semi-Urban,61743,339,1,127292,41624,1241970,36,7.611616248,42376.99919,1,,32,,0
28,Female,Married,Master,Urban,125655,755,2,53919,93104,368866,60,14.81080163,10700.4343,2,6,17,Rejected,0
31,Male,Married,Master,Semi-Urban,35049,754,3,368736,53451,1793417,60,12.20595148,48132.25074,3,2,55,Approved,0
32,Male,Married,Bachelor,Urban,127678,661,3,417140,28478,1474508,60,10.80722069,37854.57781,3,2,87,Rejected,0
29,Female,Single,Bachelor,Urban,106518,525,4,360409,58522,238087,60,7.289014908,5414.299744,4,,52,,0
22,Female,Married,Bachelor,Urban,78927,841,4,328503,32250,205338,24,12.29472389,10659.56168,1,8,53,Rejected,1
28,Female,Single,Bachelor,Semi-Urban,81051,607,2,154298,10450,1931916,24,8.27766375,93822.9592,3,,19,Rejected,0
31,Female,Single,High School,Rural,103788,516,3,315043,20402,1619981,60,7.65844959,37338.46902,2,,86,,0
56,Female,Married,Master,Semi-Urban,131265,593,1,24110,35815,1932781,36,7.198469198,65282.58152,1,,65,,0
30,Male,Single,Bachelor,Semi-Urban,140481,826,2,18641,94304,629440,12,14.41040556,60012.07139,3,6,27,Approved,0
41,Female,Single,Bachelor,Urban,31497,793,3,394217,96321,1406864,60,12.44297076,38035.70635,4,3,74,Approved,0
40,Female,Single,Bachelor,Urban,110487,595,1,13958,33666,1803002,24,9.516696707,89423.936,1,,3,,0
28,Female,Single,Bachelor,Semi-Urban,77403,372,4,29409,82281,515014,24,7.530806052,24690.97546,2,,19,,0
56,Female,Single,Master,Urban,75883,432,4,114923,28831,1087102,12,13.80095701,103094.3733,3,,92,,0
49,Male,Divorced,Bachelor,Semi-Urban,60356,784,3,75103,44613,338208,12,12.7600344,31780.28809,0,3,91,Rejected,1
62,Female,Single,High School,Urban,131143,788,1,120347,55223,1897542,36,12.05412164,71770.50174,4,4,71,Approved,0
32,Female,Single,High School,Urban,102576,513,2,235126,23277,253017,24,13.00840967,13285.16566,4,,8,,0
34,Female,Married,Master,Semi-Urban,80584,722,3,468072,81775,498075,12,14.63213594,47579.50092,1,0,64,Approved,1
41,Male,Married,Master,Rural,110935,659,3,42795,15862,89614,24,8.037641628,4334.154347,3,4,6,Approved,0
42,Female,Divorced,High School,Urban,134613,679,0,188958,71558,1898637,36,9.97530975,68522.82682,,2,45,Approved,0
41,Male,Married,Bachelor,Urban,60910,611,0,83572,57202,1558061,24,7.376180295,74496.32404,,,53,Approved,0
64,Female,Married,High School,Rural,69036,634,0,394127,85164,1278999,48,9.049678283,36291.25373,,,42,Approved,0
50,Female,Divorced,Master,Semi-Urban,43725,680,3,51773,89775,1505264,12,9.276154007,137074.5506,2,1,80,Rejected,0
59,Female,Single,High School,Rural,80487,334,1,79501,59964,781065,12,13.78001378,74057.98872,4,,35,,0
40,Female,Married,High School,Urban,122288,800,2,6503,96036,251016,36,11.87263495,9456.184447,1,8,15,Approved,1
44,Female,Married,High School,Urban,72362,316,2,486336,7677,1130376,36,7.851766757,38795.54058,4,,94,,0
43,Female,Married,Master,Urban,33863,446,4,331471,32347,672389,36,10.51748439,24570.6729,3,,74,,0
27,Female,Divorced,Master,Urban,58061,573,3,201256,69234,403548,12,10.82124234,37268.07559,1,,51,,0
29,Female,Single,Bachelor,Urban,148064,685,0,56777,31929,1882737,12,9.257746063,171419.6675,,1,85,Pending,1
21,Female,Single,High School,Urban,107071,365,2,238655,9706,744677,48,14.45125448,24482.03486,1,,93,,0
46,Male,Divorced,Bachelor,Rural,93323,794,1,133194,93804,411770,12,11.71017674,38332.41623,0,5,69,Rejected,1
58,Male,Single,High School,Urban,40147,518,1,75729,66530,1567327,24,9.751172027,78041.35433,1,,85,,0
58,Male,Married,High School,Semi-Urban,36137,379,3,258124,36005,1162137,12,14.82057616,111197.6999,0,,67,,0
64,Male,Single,Master,Rural,39819,587,1,96053,92697,1470633,12,12.90168421,138364.1188,4,,30,,0
42,Female,Married,Master,Urban,136338,721,4,44920,8272,281975,36,14.05260158,11134.7075,0,2,60,Rejected,1
64,Female,Divorced,PhD,Urban,60378,799,3,29992,34048,1009000,12,13.22004276,95199.18596,0,1,16,Approved,1
30,Male,Single,Bachelor,Urban,117166,581,3,211126,98188,1597108,48,10.42251967,47144.65796,1,,9,,0
26,Male,Single,High School,Rural,80546,395,4,468161,83097,494584,24,7.670991891,23769.29154,0,,5,,0
37,Male,Single,Master,Semi-Urban,85785,538,4,332637,94792,550660,48,11.2050185,16613.87957,1,,4,,0
58,Male,Married,High School,Urban,29352,352,1,,59643,753921,60,9.540112769,18559.0928,1,,62,,0
44,Female,Married,High School,Rural,80926,733,0,179199,20155,1872970,24,7.335807165,89490.20562,,1,14,Pending,0
30,Male,Single,High School,Urban,36457,783,2,379802,17005,363138,60,9.428466576,8905.495413,3,0,51,Rejected,0
28,Female,Single,PhD,Urban,74651,368,3,486993,31543,573522,12,14.42744011,54688.87859,4,,95,,0
41,Female,Married,Master,Semi-Urban,131111,371,3,311818,77317,1076652,36,7.974143746,37061.48151,2,,20,,0
26,Female,Married,High School,Semi-Urban,28975,858,2,,88604,667471,48,11.14790297,20106.39745,0,9,57,Approved,0
41,Male,Single,High School,Urban,139562,556,1,203097,43982,1928979,24,8.050313305,93314.86276,1,,11,,0
59,Male,Single,Master,Urban,46902,886,2,204553,75222,931646,24,8.488058219,45408.47124,4,2,3,Approved,0
44,Female,Married,Master,Urban,143831,593,0,441732,39280,936373,36,10.60139142,34282.74169,,,49,,0
53,Male,Married,Bachelor,Urban,92503,895,1,89070,31223,1005496,48,13.2997917,32091.90613,0,5,43,Approved,1
38,Male,Divorced,High School,Semi-Urban,145945,555,3,249169,96028,1845061,36,14.98378496,74290.0255,3,,70,,0
48,Female,Single,Bachelor,Semi-Urban,79029,573,2,249179,63624,696134,60,7.810707953,16133.31614,4,,98,,0
52,Female,Married,Bachelor,Semi-Urban,23943,370,2,,89133,400925,12,8.431302903,36227.3501,3,,56,,0
32,Male,Married,Master,Rural,136113,517,1,332517,10764,60560,60,10.88995258,1558.91294,2,,64,,0
62,Female,Divorced,High School,Semi-Urban,90438,323,3,493198,42693,1576307,36,9.929030094,56828.97192,2,,39,,0
47,Male,Single,Bachelor,Urban,99746,795,2,182880,26641,1389799,24,11.66852615,71422.37998,0,9,37,Rejected,1
30,Male,Single,High School,Urban,88231,546,4,169621,58819,695320,48,11.89040968,21375.53305,1,,4,,0
62,Female,Single,Bachelor,Urban,22692,695,2,,19505,203106,24,9.59375665,10086.54128,0,4,18,Approved,0
52,Female,Married,High School,Rural,125818,765,2,220181,26428,684738,36,14.2028024,27124.83209,4,5,16,Approved,0
62,Male,Single,Master,Semi-Urban,74020,845,0,468008,8098,128877,36,9.529784253,4603.391671,,0,35,Approved,1
46,Female,Single,High School,Urban,73778,514,0,102992,32848,1314413,24,7.834725494,63348.9292,,,10,,0
45,Male,Married,Bachelor,Rural,54768,695,2,112639,82973,1634427,24,9.568531375,81133.68003,4,9,47,Rejected,0
31,Female,Single,Bachelor,Urban,85916,571,2,75418,41778,582928,24,9.890999312,29093.45037,4,,65,,0
43,Male,Single,Master,Rural,56924,318,0,116077,16557,305578,48,10.85061583,9129.299571,,,62,,0
54,Female,Single,Master,Urban,107853,528,4,165788,42535,248821,12,13.39916892,23513.41218,0,,36,,0
60,Male,Married,High School,Urban,134321,424,3,210109,51136,1478338,12,14.82825299,141462.4749,3,,62,,0
43,Male,Married,High School,Semi-Urban,71132,532,1,418554,33541,763847,36,7.246912769,25830.91604,1,,50,,0
49,Female,Married,Bachelor,Urban,55003,504,2,390006,97694,669264,48,12.57747696,20957.71045,4,,47,,0
51,Male,Divorced,Bachelor,Semi-Urban,104353,559,3,29379,35805,965742,24,8.065177636,46729.98398,3,,58,,0
27,Male,Single,High School,Semi-Urban,145430,702,2,278054,66687,396403,12,14.54152212,37837.16916,3,9,11,Rejected,0
60,Male,Married,Master,Semi-Urban,48849,787,0,392970,18198,1766872,48,14.68990121,58439.14595,,7,67,Approved,1
53,Male,Single,High School,Rural,26141,472,2,,40561,153682,24,10.08497417,7694.9825,0,,39,,0
41,Male,Single,PhD,Semi-Urban,74206,460,3,452555,30657,1542592,48,8.557296843,43137.68138,0,,54,,0
22,Female,Single,High School,Rural,25446,572,1,,36652,1359622,48,8.149901027,37559.44561,1,,86,,0
38,Male,Single,High School,Semi-Urban,146128,559,0,240822,44727,1342266,60,11.51597305,35252.34924,,,32,,0
53,Male,Single,Bachelor,Semi-Urban,36497,521,4,239418,95373,658918,48,9.416728535,18898.16828,1,,40,,0
57,Male,Single,Bachelor,Semi-Urban,110319,415,2,101716,83800,1652358,60,9.416360902,40505.29939,1,,50,,0
54,Female,Married,High School,Rural,112150,464,1,319321,24518,1713239,36,12.08854252,64848.7743,2,,5,,0
40,Female,Single,Master,Urban,69606,685,3,154264,71383,1806557,48,12.11946759,55882.02834,1,7,3,Approved,1
55,Male,Married,Bachelor,Semi-Urban,84017,644,0,164639,92002,1844277,12,14.62816142,176171.7347,,,7,Approved,0
38,Male,Single,High School,Urban,125323,596,1,68058,42452,986569,48,8.779740722,27771.70419,0,,26,,0
44,Female,Single,Master,Urban,61561,696,4,53947,96471,769084,12,7.119247892,68653.08304,0,2,79,Approved,1
28,Female,Single,Master,Rural,62716,451,2,194502,84395,589532,24,8.065373376,28526.16308,3,,8,,0
50,Male,Single,Bachelor,Urban,141999,398,0,404776,93164,960475,12,10.19489609,88199.53569,,,62,,0
64,Female,Single,Master,Semi-Urban,119885,745,1,220173,63398,1802550,36,12.12761879,68288.0327,2,3,95,Rejected,0
30,Male,Married,High School,Urban,53894,364,3,487538,26123,1273882,48,12.89088337,40223.76191,1,,37,,0
43,Male,Married,High School,Rural,60541,714,3,224317,35996,1418715,60,7.068436698,32001.99764,4,4,46,Pending,0
31,Male,Single,Bachelor,Semi-Urban,69048,445,4,305467,58184,1148443,48,7.444183056,31050.24577,3,,83,,0
22,Female,Single,PhD,Urban,143783,809,2,164713,65355,585613,60,12.48985923,15855.40328,1,6,10,Approved,1
46,Male,Married,Bachelor,Urban,109151,323,4,176047,78947,1575670,60,7.78550951,36483.99481,0,,76,,0
56,Male,Single,High School,Urban,127149,876,1,205112,46897,192088,48,9.491596805,5521.184873,1,8,13,Approved,1
53,Female,Single,Bachelor,Urban,117557,514,0,138491,85389,1983436,12,7.008531372,176870.4779,,,48,,0
33,Male,Married,High School,Semi-Urban,128403,669,0,258050,93306,568422,24,7.472254316,27223.74479,,7,68,Pending,1
60,Male,Married,High School,Urban,93805,831,1,42795,46124,676579,12,13.21396803,63831.82773,3,3,38,Approved,0
45,Male,Married,Bachelor,Rural,141434,649,0,204407,7050,1314815,12,13.28513249,124124.1596,,,84,Rejected,0
24,Female,Married,Bachelor,Urban,56898,810,1,439834,27125,364914,36,14.74714908,14621.0343,4,0,63,Approved,0
62,Female,Single,High School,Urban,141447,351,4,254341,60164,528490,24,8.461540177,25746.94947,2,,99,,0
39,Male,Single,High School,Urban,75218,504,2,404907,54103,67377,12,14.07239377,6404.879729,0,,22,,0
38,Female,Single,Bachelor,Urban,110699,420,3,499208,13918,1310988,24,8.757342574,64191.80919,3,,28,,0
57,Male,Married,Bachelor,Urban,110538,361,3,109746,45283,1038003,60,10.65101094,26513.20109,0,,53,,0
50,Male,Married,Bachelor,Urban,140788,310,3,264148,47114,1357701,48,12.55550517,42490.95577,2,,78,,0
39,Female,Single,Master,Rural,131946,853,0,5664,23796,1320145,48,10.1528074,38672.33577,,0,50,Rejected,0
43,Female,Single,High School,Rural,79522,548,4,482515,80551,990589,48,8.548989605,27694.38339,3,,98,,0
36,Male,Single,High School,Semi-Urban,79848,529,4,367396,57899,1174074,24,10.19550444,58894.98057,3,,62,,0
21,Female,Single,Master,Semi-Urban,129674,388,3,183394,66261,1708382,12,8.694156877,154742.6176,0,,77,,0
32,Female,Single,Bachelor,Rural,58326,802,4,203745,17417,485092,24,8.134279465,23500.39491,1,1,85,Pending,1
44,Female,Married,Bachelor,Semi-Urban,117554,472,1,478415,63851,1289275,48,14.70820685,42662.33199,3,,11,,0
54,Male,Divorced,Master,Urban,99785,740,3,285215,68144,699400,12,13.13355699,65938.00813,4,4,34,Approved,0
28,Male,Single,Bachelor,Semi-Urban,55772,659,3,137371,98720,1580124,36,7.913309882,54312.34239,2,8,95,Approved,0
38,Female,Single,High School,Urban,22326,662,2,,25391,1234958,48,7.45531497,33400.79239,1,4,57,Approved,0
25,Male,Single,Master,Urban,64751,848,3,198405,79809,1881158,12,11.37387569,174593.2144,3,2,19,Approved,0
46,Male,Single,High School,Semi-Urban,116515,851,0,91483,90924,293297,12,12.81805857,27574.33177,,3,23,Approved,1
50,Female,Single,Bachelor,Semi-Urban,53375,524,1,219848,85606,1276993,60,10.3773365,32326.37172,0,,24,,0
33,Male,Married,Bachelor,Urban,48608,690,4,114655,71232,1473344,36,11.35623858,54869.26053,2,0,39,Pending,0
39,Female,Single,Bachelor,Urban,53795,765,0,380017,86718,1076471,36,13.2531425,41790.82519,,6,68,Rejected,1
49,Male,Divorced,Bachelor,Rural,43738,663,1,391488,79285,1956837,60,13.39802312,54462.07281,0,4,31,Approved,1
23,Male,Married,Bachelor,Rural,79609,467,2,56479,9730,1347116,12,13.5644004,127487.0173,0,,82,,0
46,Female,Married,Master,Semi-Urban,76154,718,3,38750,32624,755679,36,14.24302505,29960.3791,0,3,45,Approved,1
60,Male,Single,Master,Semi-Urban,87194,673,4,187204,5870,1191109,36,11.40667917,44408.5263,2,7,10,Approved,0
32,Female,Married,High School,Semi-Urban,103815,825,3,42113,99589,1134598,24,14.93795057,61398.72403,2,3,93,Rejected,0
22,Male,Single,Master,Urban,76143,521,0,467561,59484,650155,12,11.18610158,60240.16656,,,36,,0
31,Male,Single,High School,Urban,110397,436,3,330832,22320,1756197,60,11.61427179,46267.40773,0,,27,,0
64,Male,Single,High School,Urban,56197,368,1,66535,27225,1843917,48,9.693148877,53309.40583,0,,42,,0
48,Female,Divorced,PhD,Rural,135872,856,3,478705,57792,784796,60,10.6403393,20038.67977,1,6,60,Approved,1
38,Male,Single,Bachelor,Rural,66287,488,3,22666,50534,530485,24,8.802506011,25994.87283,1,,74,,0
33,Male,Single,High School,Urban,103360,349,2,125421,41871,1625633,24,14.11507064,86856.31219,2,,80,,0
57,Female,Single,Bachelor,Urban,72755,455,3,244456,23821,1930744,48,10.37593033,56918.22103,1,,92,,0
42,Female,Single,High School,Rural,120318,796,2,149076,19295,1971564,12,12.61090604,185016.3403,2,2,87,Rejected,0
32,Male,Single,Bachelor,Semi-Urban,99919,495,0,96621,6670,1356004,36,12.33125877,51601.14129,,,55,,0
22,Female,Single,Bachelor,Urban,42042,775,2,408464,50543,1226043,60,11.20276155,31879.93948,0,9,33,Pending,1
57,Female,Married,Master,Urban,36031,528,2,162696,94060,1172188,60,14.30391614,33508.86571,3,,7,,0
27,Female,Single,High School,Semi-Urban,26613,707,0,,64612,1574215,48,12.55173293,49262.08438,,0,59,Approved,0
46,Female,Married,High School,Urban,100867,790,2,132716,13918,1194218,12,11.61317352,111075.384,2,0,71,Approved,0
46,Male,Married,High School,Semi-Urban,49850,518,3,290716,60085,840783,12,14.39553364,80151.51663,2,,23,,0
44,Female,Single,High School,Semi-Urban,34104,812,0,7378,22418,1646012,36,14.39844413,65472.56541,,3,67,Rejected,0
32,Male,Married,Master,Semi-Urban,128609,320,0,104660,91375,1039416,60,9.977797206,25966.16838,,,72,,0
36,Male,Married,Master,Semi-Urban,93709,723,2,321150,21384,772174,60,11.51153493,20276.98998,1,1,26,Rejected,1
43,Male,Married,Master,Semi-Urban,89861,407,2,482857,63171,411412,48,13.5770922,13225.89888,3,,16,,0
60,Female,Married,Bachelor,Urban,64246,634,1,448072,69028,1623256,60,13.02463255,44672.86079,1,,70,Approved,0
29,Female,Married,Master,Semi-Urban,145683,649,0,343228,43185,1076358,12,11.06946499,99625.42267,,,22,Approved,0
52,Male,Single,High School,Urban,118315,607,4,71628,46270,1443277,12,14.4565424,137660.4126,1,,61,Approved,0
35,Male,Married,High School,Urban,63620,556,3,416239,34086,997382,36,10.23969042,36215.79131,4,,99,,0
57,Female,Single,Bachelor,Semi-Urban,61645,736,2,175514,64622,444675,48,7.068599451,11883.42038,1,0,32,Approved,1
33,Female,Married,Master,Semi-Urban,144132,878,0,416359,72053,1376287,60,14.52354359,39595.25353,,3,32,Approved,1
25,Male,Single,Bachelor,Semi-Urban,69393,716,0,260162,37423,762622,36,7.708183373,26082.63629,,2,89,Approved,0
31,Female,Married,Bachelor,Semi-Urban,35869,310,3,189196,48158,1146018,12,13.5504047,108442.3397,3,,83,,0
30,Female,Single,High School,Urban,73039,642,0,149003,36517,340774,12,13.45629818,32219.13046,,,60,Rejected,0
33,Male,Married,Bachelor,Urban,36596,724,4,300359,21811,553455,36,11.37384903,20619.51134,2,0,70,Approved,0
61,Female,Married,Master,Urban,51855,644,1,311419,52320,923410,24,14.91175825,49950.13891,2,,24,Rejected,0
